-121.077,39.206,Nevada County Fairgrounds,CP,530.273.6217, , , ,2442,E DP DW SH ,CA,1.3,SW,Grass Valley,,
-121.937,36.983,New Brighton State Beach,SP,831.464.6330,all year, ,102, ,WES DP 36ft FT DW SH RS ,CA,1,NE,Capitola,,
-118.96,37.649,New Shady Rest,NF,760.924.5500/760.873.2400,early may-mid nov, ,92,7825,NH DP 55ft FT DW NS RS PA ,CA,0.7,E,Mammoth Lakes,,
-119.914,38.325,Niagra Creek,NF,209.965.3434/209.533.3671, , ,16,6640,NH ND 22ft VT NW NS NR ,CA,29.5,NE,Mi-Wuk,,
-119.937,34.77,Nira,NF,805.925.9538/805.961.5778, , ,11,1870,NH ND 16ft VT NW NS NR L$ ,CA,13.5,NE,Santa Ynez,,
-123.311,41.647,Norcross,NF, , ,equestrian   ,4,2400,NH ND VT NW NS NR N$ ,CA,10.6,S ,Happy Camp,,
-123.362,41.299,Nordheimer,NF,530.627.3291/707.442.1721, , ,12, ,NH ND VT DW NS NR ,CA,9.3,E,Orleans,,
-121.648,40.597,North Battle Creek Reservoir,UTIL, , , , ,5596,NH ND NS ,CA,5.7,N,Viola,,
-120.635,35.133,North Beach - Pismo State Beach,SB, ,all year, ,103, ,E ND FT DW SH RS ,CA,2.7,NW,Oceano,,
-120.718,40.735,North Eagle Lake,BLM, , , ,20,5157,NH ND 35ft VT DW NS NR ,CA,22.3,N ,Susanville,,
-123.961,41.979,North Fork,NF,707.457.3131/707.442.1721, ,rough road - RVs not recommended,5, ,NH ND VT NW NS NR ,CA,,,,,
-122.648,39.379,North Fork,NF,530.934.1250/530.934.3316, , ,5,1509,NR ,CA,5.5,W,Stonyford,,
-121.22,40.04,North Fork,NF,530.283.0555/530.283.2050, , ,20,2448,NH DP 32ft NS NR ,CA,16.1,NW,Quincy,,
-120.657,39.27,North Fork,NF,530.288.3231/530.265.4531,mid may-mid sep, ,17,4810,NH ND 35ft VT DW NS RS ,CA,10.6,NE,Dutch Flat,,
-123.017,40.332,North Fork Beegum Creek F,NF,530.628.5227/530.226.2500, , ,6,3100,NH ND NS NR ,CA,6.7,W,Platina,,
-118.627,37.227,North Lake,NF,760.873.2500/760.873.2400,mid jun-mid sep, ,11,9380,NH ND VT DW NS NR ,CA,15.9,SW,Bishop,,
-119.567,37.742,North Pines - Yosemite National Park,NP,209.372.0200,mid apr-late sep, ,81,4052,NH ND 35ft FT DW NS RS PA ,CA,1.4,E,Yosemite Village,,
-117.164,34.268,North Shore,NF,909.382.2782/909.382.2600,early may-late sep, ,27,5364,NH ND 22ft FT DW NS RS PA ,CA,5.2,NW,Running Springs,,
-121.65,41.034,North Shore,UTIL, , , , ,2746,NH ND 16ft NS ,CA,,,,,
-120.991,35.881,North Shore San Antonio,CP,831.755.4895, , ,271, ,FT DW ,CA,10.7,W,Bradley,,
-120.311,39,Northshore,NF,530.644.2349/530.622.5061,mid jun-mid oct, ,15,6375,NH ND VT NW NS NR ,CA,22.2,NE,Pollock Pines,,
-120.347,38.831,Northwind,NF,530.644.2349/530.622.5061,mid may-mid oct, ,9,5482,NH ND 30ft VT NW NS NR ,CA,25.3,E,Placerville,,
-123.116,41.809,Oak Bottom,NF,530.627.3291/707.442.1721,mid apr-late oct, ,26,1588,NH ND NS RS ,CA,35.3,NE,Somes Bar,,
-118.722,34.6,Oak Flat,NF,661.296.9710/626.574.1613, , ,27,2815,NH ND 32ft VT NW NS NR L$ ,CA,9.4,NW,Castaic,,
-122.953,39.444,Oak Flat - Lake Pillsbury,NF,707.275.2361/530.934.3316, , ,12,1844,NH VT NW NR ,CA,19.7,NE,Calpella,,
-122.953,39.443,Oak Flat Overflow - Lake Pillsbury,NF,707.275.2361/530.934.3316, , ,12,1841,NH ND 40ft VT DW NS NR ,CA,19.4,N ,Upper Lake,,
-122.352,40.85,Oak Grove,NF,530.275.1587/530.226.2500, , ,43, ,NH ND NS NR ,CA,,,,,
-116.789,33.386,Oak Grove,NF,760.788.0250/626.574.1613, , ,93,2782,NH ND 32ft FTVT DW NS NR ,CA,11.4,NW,Warner Springs,,
-120.79,38.181,Oak Knoll - New Hogan Lake,COE,209.772.1343,mid may-late aug, , , ,NH DP NS RS PA L$ ,CA,2.2,E,Valley Springs,,
-118.819,34.289,Oak Park,CP, , , ,16, ,E DP FT DW NS ,CA,2.5,NW,Simi Valley,,
-118.182,34.246,Oakwilde,NF,818.899.1900/626.574.1613, , ,7,1877,NR ,CA,2.9,N,La Cañada Flintridge,,
-116.876,33.343,Observatory,NF,760.788.0250/626.574.1613,mid may-mid oct, ,37,4882,NH ND 28ft FT DW NS NR ,CA,1.4,N,Palomar Mountain,,
-119.449,38.3,Obsidian,NF,760.932.7070/775.331.6444,early jun-late sep, ,18,7697,NH ND 30ft VT NW NS RS ,CA,14.9,S ,Walker,,
-120.627,35.106,Oceano County,CP,805.781.4900, , ,22, ,E DP 40ft FT DW SH ,CA,1,NW,Oceano,,
-120.617,35.093,Oceano Dunes State Veh Rec Area,SRVA,805.773.7170/805.473, ,few facil, , ,NH ND VT NW NS RS L$ ,CA,0.5,SW,Oceano,,
-116.167,33.151,Ocotillo Wells State Vehicle Area,SRA,760.767.5391,early oct - late may,tables - ramadas, , ,NH ND VT NW NS NR N$ ,CA,2,W,Ocotillo Wells,,
-119.071,37.799,Oh Ridge,NF,760.647.3045/760.873.2400,early may-late sep, ,147,7713,NH ND 35ft FT DW NS RS PA ,CA,1.4,N,June Lake,,
-122.645,39.309,Old Mill,NF,530.934.1250/530.934.3316, , ,11,3724,NH ND 16ft VT NW NS NR ,CA,7.1,SW,Stonyford,,
-118.964,37.648,Old Shady Rest,NF,760.924.5500/760.873.2400,early jun-late aug, ,46,7854,NH DP 55ft FT DW NS RS ,CA,0.4,E,Mammoth Lakes,,
-123.451,41.377,Oneil Creek,NF,530.493.2243/530.842.6131, , ,16, ,NH ND VT DW NS NR ,CA,34.7,SW,Seiad Valley,,
-117.604,33.657,ONeill Regional Park,CP,949.923.2260, , ,85, ,NH DP FT DW ,CA,0.9,SW,Trabuco Canyon,,
-118.341,36.772,Onion Valley,NF,760.876.6200/760.873.2400,mid jun-mid sep, ,30,9193,NH ND 30ft VT DW NS RS ,CA,8.1,W,Independence,,
-122.353,39.772,Orland Buttes Rec Area,COE,530.865.4781,early apr-mid sep, ,33, ,NH DP DW SH RS ,CA,8.5,W,Orland,,
-121.987,41.663,Orr Lake,NF,530.398.4391/530.842.6131, , ,4,5200,NH ND VT NW NS NR N$ ,CA,11.4,S ,Macdoel,,
-117.553,33.539,Ortega Flats - Caspers Wilderness Co Park,CP, , , , , ,E DP DW SH ,CA,6.8,E,San Juan Capis,,
-115.133,32.983,Osborne Overlook - Imperial Sand Dunes OHV,BLM,760.337.4400, ,no facil-nonmaintained- gravel surface, , ,NH ND NT NW NS NR N$ ,CA,23,E,Brawley,,
-117.022,35.022,Owl Canyon,BLM, , ,lovely desert hills - shade only over tables, ,2904,NH ND VT NW NS NR ,CA,8.2,N ,Barstow,,
-119.329,34.694,Ozena,NF,661.245.3731/805.961.5778, , ,12,3671,NH ND 22ft VT NW NS NR L$ ,CA,23.5,W,Frazier Park,,
-119.902,38.517,Pacific Valley,NF,209.795.1381/209.533.3671, , ,15,7595,NH ND VT NW NS NR ,CA,8.3,NE,Bear Valley,,
-120.648,39.624,Packsaddle,NF,530.288.3231/530.265.4531,early jun-mid oct, ,24,6135,NH ND 30ft VT DW NS RS ,CA,4,N ,Sierra City,,
-115.168,32.961,Pads  - Imperial Sand Dunes OHV,BLM,760.337.4400, ,3 areas along rd - no facil-gravel surface, , ,NH ND NT NW NS NR N$ ,CA,21,E,Brawley,,
-115.137,32.934,Pads - Imperial Sand Dunes OHV,BLM,760.337.4400, ,5 areas along rd - no facil-gravel surface, , ,NH ND NT NW NS NR N$ ,CA,23,E,Brawley,,
-119.322,38.179,Paha,NF,760.932.7070/775.331.6444,mid may-mid sep, ,26,7054,NH ND 40ft FT DW NS RS ,CA,7.3,SW,Bridgeport,,
-115.999,33.617,Painted Canyon,BLM, , ,dispersed - unknown facil - flash floods, , ,NH ND NS NR N$ ,CA,5.5,NE,Mecca,,
-118.719,37.495,Palisade,NF,760.873.2500/760.873.2400, , ,6,8894,22ft DW NR ,CA,17.5,SE,Mammoth Lakes,,
-115.946,33.328,Palm Beach Dry Camp,CP,760.394.4446, , ,30, ,NH ND NS ,CA,24.4,SE,Thermal,,
-114.725,33.399,Palo Verde County Park,CP, , , , , ,NH ND NS ,CA,2.4,S ,Palo Verde,,
-115.091,32.994,Palo Verde Flats - Imperial Sand Dunes OHV,BLM,760.337.4400, ,no facil-nonmaintained- gravel surface, , ,NH ND NT NW NS NR N$ ,CA,25.5,E,Brawley,,
-117.467,36.339,Panamint Springs, ,775.482.7680, ,privately owned - restaurant - some shade,67,1916,E 50ft FT DW SH RS ,CA,0.2,E,Panamint Springs,,
-118.571,35.809,Panorama, , , , , ,7415,NH 36ft VT NW ,CA,6.3,E,Posey,,
-123.929,41.843,Panther Flat,NF,707.457.3131/707.442.1721,mid may-late dec, ,39, ,NH ND 40ft FT DW NS RS PA ,CA,2.1,E,Gasquet,,
-122.202,41.355,Panther Meadows,NF,530.926.4511/530.226.2500, ,Walk-in only,17,7503,NH ND VT NW NS NR ,CA,7.6,NW,Mccloud,,
-119.811,34.542,Paradise,NF,805.967.3481/805.961.5778,all year, ,15, ,NH ND 22ft FT DW NS RS ,CA,10.6,NW,Santa Barbara,,
-118.425,35.651,Paradise Cove,NF,760.379.5646/559.784.1500,all year, ,138,2592,NH DP FTVT DW SH RS ,CA,3.5,NE,Lake Isabella,,
-120.24,38.537,Pardoes Point,NF,209.295.4251/530.622.5061,mid may-mid nov, ,10,6000,NH ND VT NW NS NR ,CA,19.4,E,Pioneer,,
-116.583,32.958,Paso Picacho - Cuyamaca Rancho State Park,SP,760.765.3020,all year,visitor says- bring lots of wood,85,5000,NH DP FT DW SH RS PA ,CA,8.4,S ,Julian,,
-120.534,39.506,Pass Creek,NF,530.994.3401/530.265.4531,early jun-mid oct, ,30,6191,NH DP 22ft FTVT DW NS RS ,CA,22.4,NW,Truckee,,
-123.846,41.872,Patrick Creek,NF,707.457.3131/707.442.1721,mid may-late aug, ,13, ,NH ND 35ft FT DW NS RS ,CA,20,NE,Crescent City,,
-124.156,41.136,Patricks Point State Park,SP,707.677.3570,early mar-late dec, ,124, ,NH ND 31ft FT DW SH RS ,CA,5.3,N ,Trinidad,,
-120.186,41.198,Patterson,NF,530.279.6116/530.233.5811,mid may-mid oct, ,6,7234,NH ND 16ft VT DW NS NR N$ ,CA,8.9,SW,Eagleville,,
-121.561,41.555,Payne Springs,NF,530.667.2246/530.233.5811,mid jul-mid oct, ,5,6522,NH ND 20ft VT NW NS NR N$ ,CA,36.4,NE,McCloud,,
-123.519,41.309,Pearch Creek,NF,530.627.3291/707.442.1721,mid apr-mid oct, ,11, ,NH ND 22ft VT DW NS RS ,CA,1.3,NE,Orleans,,
-121.075,38.789,Peninsula - Folsom Lake State Rec Area,SRA,916.988.0205, , ,100, ,NH DP FT DW SH RS ,CA,9.4,NE,Folsom,,
-120.98,39.724,Peninsula Tent (Family ),NF,530.534.6500/530.283.2050,mid may-mid oct,Tent Only,25,5095,NH ND FT DW NS NR ,CA,2.9,N,La Porte,,
-122.93,39.301,Penny Pines,NF,707.275.2361/530.934.3316, , ,10,3665,NH ND VT NW NS NR L$ ,CA,9.5,N ,Upper Lake,,
-120.241,41.45,Pepperdine,NF,530.279.6116/530.233.5811,mid jul-mid oct, ,14,6873,NH ND 30ft VT NW NS NR N$ ,CA,15.8,E,Alturas,,
-122.783,38.247,Petaluma Lake Area Military,MIL,707.765.7341, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,CA,8,W,Petaluma,,
-121.783,36.249,Pfeiffer Big Sur State Park,SP,831.667.2315,mid may-late dec, ,158, ,NH DP 32ft FT DW SH RS ,CA,2.1,SE,Big Sur,,
-121.467,40.028,Philbrook - Feather River,UTIL, , , , ,5561,NH ND NS ,CA,20.3,NE,Paradise,,
-123.191,40.466,Philpot,NF,530.628.5227/530.226.2500, , ,10,2661,NH ND VT DW NS NR ,CA,6.1,S ,Hayfork,,
-114.673,33.034,Picacho State Rec Area,SRA,760.996.2963, , ,58, ,35ft FT DW NR ,CA,20.5,N ,Winterhaven,,
-119.803,38.34,Pigeon Flat,NF,209.965.3434/209.533.3671, , ,7,5984,NH ND VT NW NS NR L$ ,CA,31.5,W,Bridgeport,,
-123.13,40.767,Pigeon Point,NF,530.623.2121/530.226.2500, , ,9, ,NH ND 25ft VT NW NS NR ,CA,4.6,NW,Junction City,,
-120.511,34.726,Pine Canyon Military - Vandenberg AFB,MIL,805.606.8579, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,CA,,,,,
-119,37.604,Pine City,NF,760.924.5500/760.873.2400, , ,10,8983,NH ND 38ft FT DW NS NR ,CA,3.4,SW,Mammoth Lakes,,
-120.557,38.727,Pine Cone  - Sly Park Recreation Area,CP,530.644.2545, , , ,3518,NH ND VT DW NS RS ,CA,2.8,SE,Pollock Pines,,
-119.338,36.829,Pine Flat Rec Area,CP,559.488.3004, , ,52, ,FT DW ,CA,24.7,E,Fresno,,
-118.955,37.649,Pine Glen - Mammouth Lakes,NF, ,early jun-mid sep, ,11,7782,NH DP 55ft FT DW NS RS PA ,CA,0.9,E,Mammoth Lakes,,
-116.886,34.236,Pine Knot,NF,909.382.2790/909.382.2600,early may-late oct, ,48,6939,NH FT DW RS PA ,CA,2.9,SW,Big Bear,,
-119.989,38.482,Pine Marten,NF,209.795.1381/209.533.3671, , ,32,7375,NH ND 27ft FT DW NS NR ,CA,3,NE,Bear Valley,,
-119.329,34.639,Pine Mountain,NF,805.646.4348/805.961.5778, , ,6,6660,NH ND PT NW NS NR L$ ,CA,14.1,N ,Ojai,,
-122.247,40.927,Pine Point,NF,530.275.1587/530.226.2500,mid may-late aug, ,14, ,NH ND 24ft VT DW NS RS ,CA,24.7,N,Redding,,
-119.133,34.692,Pine Springs,NF,661.245.3731/805.961.5778, , ,12,5840,NH ND 22ft PT NW NS NR L$ ,CA,14,SW,Frazier Park,,
-119.995,38.19,Pinecrest,NF,209.965.3434/209.533.3671,early may-mid oct, ,200,5686,NH ND 22ft FT DW NS RS ,CA,19.5,NE,Mi-Wuk,,
-121.141,36.499,Pinnacles,NM,831.389.4538,all year,has pool,78, ,E DP FT DW SH RS PA ,CA,2.4,E,Pinnacles,,
-121.767,36.95,Pinto Lake Park,CP,831.722.8129, , ,28, ,WES DP NS ,CA,2.8,N ,Watsonville,,
-116.455,33.585,Pinyon Flat,NF,909.382.2922/909.382.2600, , ,18,4035,NH ND VT DW NS NR L$ ,CA,10.6,SW,Palm Desert,,
-118.486,35.651,Pioneer Point,NF,760.379.5646/559.784.1500,early jun-mid sep, ,78,2621,NH ND 30ft FT DW SH RS ,CA,2.4,N ,Lake Isabella,,
-120.433,38.567,Pipi,NF,209.295.4251/530.622.5061,mid apr-late sep, ,51,3986,NH ND 35ft VT DW NS RS PA ,CA,12,NE,Pioneer,,
-121.506,40.992,Pit River,BLM,530.233.4666, , ,8,2890,NH ND 40ft VT NW NS NR L$ ,CA,11.1,NE,Burney,,
-121.553,40.921,Pit River/Cassel,UTIL,916.386.5164, , ,27,3199,NH ND 34ft NS ,CA,6.2,NE,Burney,,
-119.362,37.373,Placer,NF,559.877.2218/559.297.0706, , ,7,4114,NH ND 30ft VT NW NS NR ,CA,48.8,NE,Fresno,,
-121.295,38.759,Placer County Fair RV,CP,916.786.2023, , , , ,E DP DW SH ,CA,0.6,NW,Roseville,,
-121.467,35.918,Plaskett Creek,NF,831.385.5434/805.961.5778,all year,Temporary non-potable water in Oct 2010,42, ,NH ND 30ft FT DW NS RS PA ,CA,8.5,SE,Lucia,,
-122.845,39.729,Plaskett Meadows,NF,530.934.1250/530.934.3316,mid may-mid nov, ,35,6083,NH ND 16ft VT DW NS NR L$ ,CA,18.3,NW,Elk Creek,,
-120.293,39.014,Pleasant,NF,530.644.2349/530.622.5061, ,no facilities,10,6424,NH NT NW NR N$ ,CA,,,,,
-118.505,37.407,Pleasant Valley,CP,760.878.0272, , , ,4347,NH ND VT DW NS L$ ,CA,6.7,NW,Bishop,,
-120.326,41.713,Plum Valley,NF,530.279.6116/530.233.5811, , ,7,5705,NH ND 16ft VT NW NS NR N$ ,CA,2.8,SE,Davis Creek,,
-120.702,39.757,Plumas - Eureka State Park,SP,530.836.2380,mid may-late dec,Tent only,64,5548,NH DP 30ft FT DW SH RS ,CA,4.8,W,Blairsden,,
-122.968,39.442,Pogie Point - Lake Pillsbury,NF,707.275.2361/530.934.3316, , ,50,1841,NH ND 30ft NS NR ,CA,11.4,NE,Potter Valley,,
-119.104,34.1,Point Mugu Military,MIL,805.989.8407, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,CA,,,,,
-121.384,35.998,Ponderosa,NF,831.385.5434/805.961.5778,all year, ,23,1552,NH ND 32ft VT DW NS RS PA ,CA,26.7,NW,San Simeon,,
-120.603,38.906,Ponderosa Cove,NF,530.333.4312/530.622.5061, , ,18,4318,NH ND NS NR ,CA,10,N ,Pollock Pines,,
-121.187,40.168,Ponderosa Flat,CP, , , ,63,4172,NH ND VT DW NS ,CA,9.8,S ,Chester,,
-119.566,37.809,Porcupine Flat - Yosemite National Park,NP,209.372.0200, , ,52,8146,NH 35ft VT NW NR ,CA,,,,,
-118.072,36.601,Portagee Joe,CP, , , ,15,3773,NH ND VT DW NS L$ ,CA,0.6,SW,Lone Pine,,
-119.067,37.32,Portal Forebay,NF,559.855.5355/559.297.0706, , ,10,7215,NH ND VT NW NS NR ,CA,7.5,NE,Lakeshore,,
-122.212,37.262,Portola Redwoods State Park,SP,650.948.9098,early mar-late dec,steep windy roads,53, ,NH ND 24ft FT DW SH RS ,CA,5.2,SE,Lahonda,,
-121.532,40.188,Potato Patch,NF,530.258.2141/530.257.2151, , ,30,3530,NH ND 27ft VT DW NS NR ,CA,17.8,SW,Chester,,
-116.595,32.615,Potrero,CP,619.478.5212, ,res: 877.565.3600,46,2287,WE DP 45ft FT DW SH RS ,CA,1.3,NE,Potrero,,
-118.801,36.517,Potwisha - Sequoia National Park,NP,559.565.3341, , ,43,2096,NH DP 30ft FT DW NS NR ,CA,7.9,NE,Three Rivers,,
-117.641,33.942,Prado Regional Park,CP,909.597.4260,all year, ,75, ,WE DP FT DW SH ,CA,5.6,SE,Chino,,
-122.73,40.963,Preacher Meadow,NF,530.275.1587/530.226.2500, , ,45,3005,NH ND 40ft VT DW NS NR ,CA,2.1,SW,Trinity Center,,
-118.94,36.804,Princess,NF,559.338.2251/559.784.1500,mid may-mid sep, ,90,5919,NH ND 38ft VT DW SH RS ,CA,1.9,NW,Hume,,
-120.16,39.378,Prosser,NF,530.587.3558/530.265.4531,mid may-late sep, ,29,5807,NH ND 32ft VT DW NS RS ,CA,3.7,N,Truckee,,
-119.075,37.648,Pumice Flat,NF,760.924.5500/760.873.2400,mid jun-mid sep, ,4,7713,NH ND 35ft FT DW NS NR ,CA,5.6,W,Mammoth Lakes,,
-118.545,36.121,Quaking Aspen,NF,559.539.2607/559.784.1500,early may-late oct, ,32,7067,NH ND 24ft VT DW NS RS ,CA,3.9,SE,Camp Nelson,,
-121.218,40.046,Queen Lily,NF,530.283.0555/530.283.2050, , ,12,2474,NH ND 16ft VT DW NS NR ,CA,16.2,NW,Quincy,,
-120.008,37.61,Railroad Flat,BLM,209.379.9414, , ,6, ,NH ND PT NW NS NR L$ ,CA,,,,,
-120.528,38.739,Rainbow  - Sly Park Recreation Area,CP,530.644.2545, , , ,3524,NH ND VT DW NS RS ,CA,3.5,SE,Pollock Pines,,
-120.252,40.707,Ramhorn Springs,BLM, , , ,10,5698,NH ND VT NW NS NR ,CA,29.1,NE,Susanville,,
-120.91,39.54,Ramshorn,NF,530.288.3231/530.265.4531,mid apr-mid oct, ,16,2795,NH ND 20ft VT NW NS RS ,CA,4.6,W,Downieville,,
-119.161,37.25,Rancheria,NF,559.855.5355/559.297.0706,all year, ,153,7090,NH ND 29ft FTVT DW NS RS ,CA,0.8,E,Lakeshore,,
-117.413,33.98,Rancho Jurupa Park,CP,51.684.7032, , ,67, ,WES DP DW SH ,CA,2.1,NW,Riverside,,
-121.094,38.332,Rancho Seco,UTIL, ,early apr-late oct, ,30, ,E DP DW SH L$ ,CA,8.6,E,Herald,,
-121.094,38.332,Rancho Seco Rec Area,UTIL,209.748.2318, , , , ,E DP SH ,CA,8.6,E,Herald,,
-123.229,41.299,Red Bank,NF,530.468.5351/530.842.6131, , ,5,2200,NH DP VT NW NS NR ,CA,,,,,
-120.971,39.735,Red Feather,NF,530.534.6500/530.283.2050,mid jun-late aug, ,60,5066,NH DP 22ft VT DW NS RS PA ,CA,3.7,N,La Porte,,
-115.613,33.202,Red Hill Marina,CP,760 348.2310, , ,40, ,E ND FT NW SH L$ ,CA,7.8,NW,Calipatria,,
-117.98,35.371,Red Rock Canyon State Park,SP,661 942.0662, , ,50,2533,30ft VT DW NR ,CA,,,,,
-120.83,41.167,Red Tail Rim South,NF,530.299.3215/530.233.5811,mid jun-mid oct, ,6,4954,NH ND VT NW NS NR N$ ,CA,6.2,E,Adin,,
-119.454,37.145,Redinger,NF, , ,no facilities,5, ,NH ND 25ft VT NW NS NR N$ ,CA,32.7,NE,Fresno,,
-119.073,37.619,Reds Meadow,NF,760.924.5500/760.873.2400, , ,56,10030,NH ND FT DW SH NR ,CA,5.9,W,Mammoth Lakes,,
-124.129,40.78,Redwood Acres Fairgrounds,CP,707.445.3037, , , , ,E ND DW SH ,CA,2.4,SE,Eureka,,
-123.206,39.163,Redwood Empire Fair RV Park,CP,707.462.3884, ,RV Parking, , ,E DP DW SH ,CA,,,Ukiah,,
-118.592,35.977,Redwood Meadow,NF,559.539.2607/559.784.1500,early may-late oct, ,15,6207,NH ND 16ft VT DW NS RS ,CA,26.1,E,Ducor,,
-120.072,34.463,Refugio State Beach,SP,805.968.1033,early mar-late dec, ,67, ,NH ND 30ft FT DW SH RS ,CA,14.1,W,Goleta,,
-120.774,41.66,Reservoir C,NF,530.667.2246/530.233.5811,mid may-mid oct, ,11,4954,NH ND 22ft VT NW NS NR N$ ,CA,16.9,NW,Alturas,,
-120.874,41.579,Reservoir F,NF,530.667.2246/530.233.5811,mid may-mid oct, ,9,4984,NH ND 22ft VT NW NS NR N$ ,CA,18.3,W,Alturas,,
-119.083,37.771,Reversed Creek,NF,760.647.3045/760.873.2400,mid may-late oct, ,16,7707,NH ND 40ft FT DW NS RS ,CA,0.7,SW,June Lake,,
-119.307,34.679,Reyes Creek,NF,661.245.3731/805.961.5778, , ,30,3993,NH ND 22ft VT NW NS NR L$ ,CA,12.9,SW,Mt. Pinos,,
-119.315,34.637,Reyes Peak,NF,805.646.4348/805.961.5778, , ,6,7103,NH ND VT NW NS NR L$ ,CA,13.7,N ,Ojai,,
-123.793,40.018,Richardson Grove State Park,SP,707.247.3318,mid may-late dec,3 campgrounds, , ,NH RS ,CA,5.7,S ,Garberville,,
-122.798,40.847,Ridgeville,NF,530.275.1587/530.226.2500, , ,12,2461,NH ND NS NR ,CA,11,NE,Weaverville,,
-119.403,34.333,Rincon County Parkway RV,CP, , ,RV only,127, ,NH ND NW NS ,CA,10.7,W,Ventura,,
-123.028,40.876,Ripstein,NF,530.623.2121/530.226.2500, , ,10,2822,NH ND 22ft VT NW NS NR N$ ,CA,10,N,Junction City,,
-120.435,34.65,River Park RV,CP,805.736.3504, , , , ,E DP DW SH ,CA,1.5,NE,Lompoc,,
-120.182,37.993,River Ranch,NF,209.928.3708, ,part private,38,2500,NH 22ft VT DW NR ,CA,4.1,SE,Twain Harte,,
-115.118,32.912,Roadrunner - Imperial Sand Dunes OHV,BLM,760.337.4400, ,few facil-paved sites- toilets, , ,NH ND VT NW NS NR N$ ,CA,24.4,E,Brawley,,
-119.323,38.185,Robinson Creek,NF,760.932.7070/775.331.6444,mid may-mid oct, ,60,7057,NH ND 45ft FTVT DW NS RS ,CA,7,SW,Bridgeport,,
-120.502,39.156,Robinson Flat,NF,530.367.2224/530.265.4531, , ,14,6765,NH ND 25ft VT DW NS NR N$ ,CA,19.4,NE,Foresthill,,
-119.361,37.292,Rock Creek,NF,559.877.2218/559.297.0706,mid may-late sep, ,28,4406,NH ND 45ft VT DW NS RS ,CA,9.2,NE,North Fork,,
-118.734,37.451,Rock Creek Lake,NF,760.873.2500/760.873.2400,early jun-late sep, ,28,9721,NH ND 22ft FT DW NS NR ,CA,18.9,SE,Mammoth Lakes,,
-121.428,40.726,Rocky,NF,530.336.5521/530.257.2151, , ,8,3967,VT NW NR ,CA,8.5,SE,Hat Creek,,
-118.922,36.068,Rocky Hill,COE, , , , , ,NH NR ,CA,5.3,E,Porterville,,
-121.155,40.499,Rocky Knoll,NF,530.258.2141/530.257.2151, , ,18,6499,NH ND 27ft VT DW NS NR ,CA,15.5,NW,Westwood,,
-121.1,40.191,Rocky Point - Feather River,UTIL,916.386.5164, , ,131,4507,NH DP NS ,CA,2,NW,Canyondam,,
-120.977,39.513,Rocky Rest,NF,530.288.3231/530.265.4531,mid apr-mid oct, ,10,2343,NH ND 20ft VT DW NS RS ,CA,5.7,NE,Camptonville,,
-121.312,39.768,Rogers Cow Camp (Family ),NF,530.534.6500/530.283.2050,mid may-mid sep, ,6,4157,NH ND VT NW NS NR ,CA,9.8,NE,Berry Creek,,
-119.183,34.532,Rose Valley,NF,805.646.4348/805.961.5778, , ,9,3432,NH ND 16ft VT NW NS NR L$ ,CA,6.7,NE,Ojai,,
-120.81,40.348,Roxie Peconom,NF,530.257.4188/530.257.2151, ,Tent only,10,4977,NH ND NW NS NR N$ ,CA,9.5,SW,Susanville,,
-124.122,41.854,Ruby Van Devander Co Park,CP,707.464.7230, , ,18, ,NH ND FT DW NS RS L$ ,CA,7.9,NE,Crescent City,,
-109.31,31.78,Rucker Lake,NF, , , ,5,5500,NH ND VT NW NS NR ,CA,,,,,
-120.933,38.964,Rucky A Chucky - Auburn State Rec Area,SRA,530.885.4527, ,primitive - 2.5 mile dirt road - unknown facilities,5, ,20ft NW NR ,CA,,,,,
-120.967,39.738,Running Deer,NF,530.534.6500/530.283.2050,mid jun-late aug, ,40,5230,NH DP 40ft FT DW NS RS PA ,CA,3.9,N,La Porte,,
-122.897,40.819,Rush Creek,NF,530.275.1587/530.226.2500, , ,11,2900,NH ND 20ft VT NW NS NR ,CA,6.5,N,Weaverville,,
-123.779,39.331,Russian Gulch State Park,SP,707.937.5804,mid may-late dec, ,30, ,NH ND 24ft FT DW SH RS ,CA,2,NE,Mendocino,,
-123.393,40.326,Ruth Lake - Ruth Lake,CP,707.574.6196, , , ,2699,,CA,10.5,SE,Mad River,,
-116.155,33.983,Ryan - Joshua Tree National Park,NP,760.367.5500, , ,31,4311,NH 25ft VT NW NR ,CA,,,,,
-118.606,37.22,Sabrina,NF,760.873.2500/760.873.2400,mid may-mid sep, ,18,8973,NH ND 30ft VT DW NS NR ,CA,15.3,SW,Bishop,,
-122.712,39.308,Saddle Camp Loop,NF,530.934.1250/530.934.3316, , ,9,4551,NR ,CA,10.1,SW,Stonyford,,
-117.825,34.677,Saddleback Butte State Park,SP,661 942.0662,all year, ,50,2943,NH DP 24ft FT DW NS RS ,CA,18.7,E,Lancaster,,
-119.271,37.965,Saddlebag Lake,NF,760.647.3045/760.873.2400, , ,20,10194,NH ND 16ft VT NW NS NR ,CA,8.2,W,Lee Vining,,
-118.413,37.13,Sage Flat,NF,760.873.2500/760.873.2400, , ,28,7398,NH ND 36ft VT DW NS NR ,CA,7.2,W,Big Pine,,
